Unnamed: 0,number,이름,이미지,종류,원재료,도수,용량,제품 소개,어울리는 음식,양조장명,페이지 링크,sweet,salty,bitter,sour,sparkle,sol,spicy
420,420,스파클링와인 오미로제 결,https://thesool.com/common/imageView.do?targetId=PR00000415&targetNm=PRODUCT,과실주,오미자,12.0,750ml,"유기농 오미자를 3년이상 숙성하여 만들었으며, 향긋한 붉은 과일의 섬세한 버블이 코를 자극한다. 첫 맛은 새콤달콤하고, 뒤이어 다시 한번 향긋한 맛이 입안 전체를 감싼다. 목넘김과 함께 갈증이 사라지고, 긴 자연의 향기가 여운으로 남는다.","오미로제 스파클링 와인은 단맛, 신맛, 쓴맛이 조화된 스파클링의 참 맛을 낸다. 여기에 입맛을 돋우는 편육냉채가 어울린다.",오미나라,http://www.omynara.com/,1.0,0.0,0.0,1.0,0.0,0.0,1.0
421,421,시나브로 드 글로리아,https://thesool.com/common/imageView.do?targetId=PR00000372&targetNm=PRODUCT,과실주,포도(캠벨얼리),12.0,750ml,"&quot;시나브로 드 글로리아와인&quot;은 한국인이 식용으로 가장 선호하는 포도 품종인 캠벨얼리를 사용하여 만든 한국와인입니다. 캠벨얼리로 향조하여 특유하고 풍부한 과일향과 부드러움을 느낄 수 있는 한국와인입니다. 브랜드명 &quot;시나브로&quot;는 &quot;나도 모르는 사이 조금씩&quot;이라는 순우리말로 소비자가 시나브로 반하게 되는 매력적인 와인을 만들자는 와이너리의 소망을 담고 있습니다. 소믈리에 자격증을 취득한 온 가족이 함께 와이너리를 경영하고 있는데, 며느리 이름 &quot;영광&quot;의 이름을 따서 &quot;글로리아&quot;라고 이름 붙였습니다.","맑고 청아한 포도색을 가진 와인입니다. 단맛보다는 산미에 중점을 둔 와인이며, 향에서 묘한 뿌리 냄새가 나는 것도 특징입니다. 물같이 부드러운 목 넘김을 가지고 있으며, 가벼운 탄닌감도 있어서 불고기 및 육전 등, 가벼운 고기류하고는 잘 어울릴 수 있습니다.",불휘농장,,0.0,0.0,0.0,1.0,1.0,0.0,1.0
422,422,시나브로 레드 드라이,https://thesool.com/common/imageView.do?targetId=PR00000405&targetNm=PRODUCT,과실주,캠벨얼리,12.0,750ml,시나브로 레드 드라이와인&quot;은 한국인이 식용으로 가장 선호하는 포도 품종인 캠벨얼리를 사용하여 만든 한국와인입니다. 캠벨얼리 특유의 풍부한 과일향과 부드러움을 느낄 수 있는 드라이 와인으로 깔끔하게 떨어지는 피니쉬를 지니고 있습니다.,"아귀찜, 꽃게무침",불휘농장,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,423,시나브로 레드 스위트,https://thesool.com/common/imageView.do?targetId=PR00000371&targetNm=PRODUCT,과실주,포도(캠벨얼리),12.0,750ml,"&quot;시나브로 레드 스위트와인&quot;은 한국인이 식용으로 가장 선호하는 포도 품종인 캠벨얼리를 사용하여 만든 한국와인입니다. 갬벨얼리로 향조하여 특유하고 풍부한 과일 향과 부드러움을 느낄 수 있는 스위트한 와인입니다. 브랜드명 &quot;시나브로&quot;는 &quot;나도 모르는 사이 조금씩&quot;이라는 순우리말로 소비자가 시나브로 반하게 되는 매력적인 와인을 만들자는 와이너리의 소망을 담고 있습니다. 한국와인품평회 동상, 금상을 수상하고 아시아와인트로피 품평회에서 은상을 수상하여 맛과 품질을 인정 받았습니다.","레드 와인보다 로제 와인으로 보일 만큼 청아하고 투명한 색을 가지고 있습니다. 캠벨 특유의 기분 좋은 단맛이 맛을 이끌며, 후미에서도 단맛이 남지 않아 청량감도 느껴지는 와인입니다. 누가 즐겨도 편안하고 무난하게 즐길 수 있는 맛이며, 달콤한 맛이 특별한 만큼 좋은 식사를 기분 좋게 마무리하는 역할로 식후주로 추천하고 싶습니다.",불휘농장,,1.0,0.0,0.0,0.0,1.0,0.0,1.0
424,424,시나브로 로제와인,https://thesool.com/common/imageView.do?targetId=PR00000370&targetNm=PRODUCT,과실주,포도(캠벨얼리),10.0,500ml,&quot;시나브로 로제와인&quot;은 로제와인을 한국인이 식용으로 가장 선호하는 포도 품종인 캠벨얼리를 사용하여 만든 한국와인입니다. 캠벨얼리로 양조하여 특유하고 풍부한 과일향과 부드러움을 느낄 수 있는 한국와인입니다. 한국와인대상 골드를 수상하며 그 맛과 품질을 인정 받았습니다. 브랜드명 &quot;시나브로&quot;는 &quot;나도 모르는 사이 조금씩&quot;이라는 순우리말로 소비자가 시나브로 반하게 되는 매력적인 와인을 만들자는 와이너리의 소망을 담고 있습니다.,"잔잔한 포돗빛을 띈 로제 와인입니다. 우리가 자주 접하는 캠벨얼리의 풍부하고 상큼한 향으로 시작을 하며, 입안에 머금는 순간 부드러운 단맛이 기억에 많이 남습니다. 전체적으로 매운맛, 쓴맛, 그리고 타닌감은 없지만, 식전 주에는 식욕을 돋우는 와인으로, 식후에는 입속에 좋은 향기를 느끼게 하는 와인으로는 적합한 와인으로 볼 수 있습니다. 산미가 적은 부드러운 좋은 와인인 만큼 드레싱을 뿌린 샐러드와도 잘 어울리며, 새우튀김 등과 함께 즐겨도 좋습니다.",불휘농장,,1.0,0.0,0.0,0.0,0.0,0.0,1.0
425,425,시나브로 에뚜왈 로제 스파클링,https://thesool.com/common/imageView.do?targetId=PR00000369&targetNm=PRODUCT,과실주,포도(캠벨얼리),5.0,750ml,&quot;시나브로 에뚜왈 로제 스파클링 와인&quot;은 로제와인을 베이스로 탄산을 넣어 만든 와인입니다. 입안에서 느껴지는 무수한 탄산 기포는 와인 이름처럼 밤하늘에 반짝이는 별들을 떠올리게 합니다. 2016년 아시아와인 트로피 은상을 수상하며 맛과 품질을 인정 받았습니다. 브랜드명 &quot;시나브로&quot;는 &quot;나도 모르는 사이 조금씩&quot;이라는 순우리말로 소비자가 시나브로 반하게 되는 매력적인 와인을 만들자는 와이너리의 소망을 담고 있습니다.,연 CD00000233을 가진 로제 스파클링 와인입니다. 화려한 향은 아니지만 살짝 마른나무 향이 느껴집니다. 부드러운 기포와 함께 올라오는 맛은 달콤한 맛으로 시작하지만 신맛과 잘 발효된 누룩향도 느껴진집니다. 전체적으로 식전 주 또는 식후 주가 맞는 와인으로 스위트한 맛이 주축을 이룬 만큼 샐러드와 같은 가벼운 요리가 어울립니다.,불휘농장,,1.0,0.0,0.0,1.0,1.0,0.0,1.0
426,426,시나브로 에뚜왈 화이트 스파클링와인,https://thesool.com/common/imageView.do?targetId=PR00000772&targetNm=PRODUCT,과실주,국산포도(영동포도),5.0,750ml,충청북도 옥천 포도연구소와 농촌진흥청에서 육종개발한 화이트 와인 양조용 포도 품종인 &amp;#039;청수&amp;#039;를 원료로 만든 화이트 스파클링 와인입니다. 청포도의 싱그러운 맛과 향이 살아있으며 청량한 느낌의 레몬골드빛이 탄산을 품고 있어 보기에도 상큼한 느낌이 가득합니다.,,불휘농장,,1.0,0.0,0.0,1.0,1.0,0.0,0.0
427,427,시나브로 청수 화이트,https://thesool.com/common/imageView.do?targetId=PR00000406&targetNm=PRODUCT,과실주,청수 100%,12.0,750ml,"시나브로 화이트는 우리나라 토종 청포도 품종인 ‘청수’를 수확해 정통 화이트와인 양조방식을 적용해 생산하는 술입니다. 색은 맑은 레몬색을 띠며 사과, 파인애플, 레몬, 라임향을 지니고 있습니다.","회, 해산물, 샐러드, 튀김",불휘농장,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,428,시인의마을,https://thesool.com/common/imageView.do?targetId=PR00000189&targetNm=PRODUCT,탁주,"쌀(국내산), 누룩, 정제수",10.0,700ml,시인의 마을 우리쌀 막걸리는 충북 옥천을 대표하는 막걸리로 알코올 도수 10도로 국내산 쌀로 생산하고 있다. 대부분의 양조장이 흩임누룩을 사용하여 술을 빚지만 이원양조장은 자신들만의 누룩을 함께 사용하여 양조장 고유의 막걸리 맛을 지켜가고 있다.,"묵직한 막걸리 원액과 같은 느낌으로 진한 쌀 향이 올라온다. 얼음을 타서 온더록으로 마시는 것도 추천한다. 밥과 같은 쌀막걸리인 만큼 금강에서 잡히는 민물고기 매운탕과 같이 먹는 것이 좋다. 물론 밀 막걸리 만큼은 아니지만 원액에 가까운 만큼 묵직한 맛을 자랑하니, 식감이 가벼운 도토리묵, 겉절이, 나물 등도 좋다",이원양조장,http://iwonwine.com/new/index.php,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,429,시향가,https://thesool.com/common/imageView.do?targetId=PR00000109&targetNm=PRODUCT,탁주,"물, 쌀(국내산), 건조토란(국내산), 국, 젖산, 효모, 밀",8.0,500ml,100% 크래프트 막걸리이다. 친환경 쌀을 바탕으로 곡성 토란을 담아 전통 방식 그대로 막걸리를 빚었다. 인공감미료를 넣지 않아 텁텁함이 느껴지지 않는다. 천연 탄산의 청량감과 시원함이 느껴지고 부드러운 목넘김과 깔끔한 맛을 가지고 있다.,"카프레제, 김치전",농업회사법인 시향가(주),https://www.sihyangga.com,0.0,0.0,0.0,0.0,1.0,0.0,0.0
430,430,시향가 미니캔막걸리,https://thesool.com/common/imageView.do?targetId=PR00000797&targetNm=PRODUCT,탁주,"물, 쌀, 건조토란, 젖산, 누룩, 효모, 정제효소제",8.0,200ml,"언제 어디서나(여행, 캠핑, 차박, 골프,낚시 등) 가볍게 즐길 수 있는 200ml 캔 막걸리로, 발효를 위한 시간을 계획하여 일정량만 직접 생산하여 새로운 토란과 막걸리 조합의 맛과 향을 지닌 술이다.",,시향가주식회사,https://smartstore.naver.com/sihyangga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,431,신례명주,https://thesool.com/common/imageView.do?targetId=PR00000533&targetNm=PRODUCT,증류주,"제주산감귤, 감귤 증류주",50.0,750ml,"혼디주와 동일한 원료, 효모를 사용해 제조한 발효원액을 맑은 상등액만 분리하여 낮은 온도에서 증류시킨 증류주이며 첨가물을 넣지 않고 빚었다. 감귤 고유의 향을 보존하여 참나무통에서 1년 이상 숙성시켜 브랜디 특유의 부드러움을 느낄 수 있다.","생선회, 구이 등 해산물류와 수육, 보쌈 등 육류와 잘 어울린다.",시트러스,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077972,0.0,0.0,0.0,0.0,0.0,0.0,1.0
432,432,신선주,https://thesool.com/common/imageView.do?targetId=PR00000255&targetNm=PRODUCT,"약주, 청주","쌀, 능금, 신선초, 천궁, 구기자, 당귀솔잎, 대추, 인삼",16.0,750ml,"오래전부터 약주를 장기간 복용하게 되면 늙지도 않고 머리가 검어지며, 동안이 되어 결국에는 신선처럼 된다는 전설이 내려옵니다. &quot;신선주&quot;에는 능금, 신선초, 천궁, 구기자, 당귀솔잎, 대추, 인삼 등 몸에 좋은 다양한 약재가 들어가 있습니다. &quot;신선주&quot;는 건강 증진의 목적과 함께 전염병에 대한 예방과 치료, 성인병으로 상징되는 혈환관계 질환과 신경관계 질환에 대한 예방과 치료, 강장 강정효과, 머리와 피부를 늙지 않고 윤택하게 만들어 주는 약재들이 들어간 &quot;약주&quot;입니다.",아주 맑은 황금빛의 술이며 당귀 등과 곡물에서 나오는 약재향과 고소함이 잘 올라옵니다. 단맛과 신맛이 잘 갖춰져 있으며 처음 입 안에 들어오는 센맛이 독특합니다. 첫맛은 강하지만 시간이 지나면 가볍게 사라집니다. 알코올의 맛이 술을 마시고 난 후에도 오래 머무릅니다. 진한 불고기와 잘 어울립니다.,용두산조은술,https://joeunsul.com/,1.0,1.0,0.0,1.0,0.0,0.0,1.0
433,433,신애유자,https://thesool.com/common/imageView.do?targetId=PR00000774&targetNm=PRODUCT,과실주,"사과즙(국산), 정제수, 벌꿀(국산), 생강즙(국산), 유자과즙(국산), 탄산가스, 로즈마리티, 사과산(산도조절제), 구연산(산도조절제), 천일염, 메타중아황산칼륨, 효모아황산류",5.0,330ml / 750ml,지역산 꿀과 생강즙에 로즈마리 향과 신안군 천일염으로 마무리되는 밸런스가 일품인 미디움 드라이 사이더이다. 상큼한 유자의 첫맛이 지나고 나면 생강과 로즈마리의 은근한 풍미가 산뜻함을 전해준다.,"떡볶이, 양념치킨",댄싱사이더 컴퍼니,https://www.dancingcider.com/,0.0,1.0,0.0,0.0,0.0,0.0,1.0
434,434,심술 10,https://thesool.com/common/imageView.do?targetId=PR00000285&targetNm=PRODUCT,"약주, 청주","정제수, 옥수수전분, 기타과당, 백설탕, 주정, 젖산, 과채가공품, 이산화탄소,국,활성건조효모,아세설팜칼륨",10.0,330ml,깔라만시와 자몽을 쌀과 함께 빚은 스파클링 라이스 와인이다. 열대 과일의 단맛과 새콤한 맛이 느껴진다. 적당량의 탄산이 주는 경쾌하고 깔끔한 맛이 특징이다.,"육회, 해물파전, 피자",배상면주가,http://www.sansawon.co.kr,1.0,0.0,0.0,1.0,1.0,0.0,0.0
435,435,심술 7,https://thesool.com/common/imageView.do?targetId=PR00000286&targetNm=PRODUCT,"약주, 청주","정제수, 옥수수전분, 기타과당, 백설탕, 주정, 젖산, 과채가공품, 이산화탄소,국,활성건조효모,아세설팜칼륨",7.000000000000001,330ml,블루베리와 포도를 쌀과 함께 빚은 스파클링 라이스 와인이다. 과일의 단맛이 은은하게 느껴지며 적당량의 탄산이 주는 경쾌하고 깔끔한 맛이 특징이다.,"빵, 치즈, 과일",배상면주가,http://www.sansawon.co.kr,1.0,0.0,0.0,0.0,1.0,0.0,0.0
436,436,심술 알쓰,https://thesool.com/common/imageView.do?targetId=PR00000412&targetNm=PRODUCT,과실주,복분자,3.8,180ml,"심술알쓰는 과음하지 않는 젊은 세대의 음주문화를 반영해 실제 3.85도 낮은 알코올 도수로 주량이 약한 사람도 부담 없이 즐길 수 있다. 제품명으로 활용된 ""알쓰""라는 단어도 주량이 약한 사람들을 지칭하는 신조어를 재미있게 풀어냈다.",장어 또는 치즈와 어울린다.,배상면주가,http://www.sansawon.co.kr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,437,심술6 막걸리,https://thesool.com/common/imageView.do?targetId=PR00000150&targetNm=PRODUCT,탁주,"쌀(국내산), 국(입국), 건조효모, 아세설팜칼륨, 아스파탐",6.0,500ml,포천쌀로 빚은 생막걸리로 크리미한 목 넘김과 은은한 과일향이 매력적인 막걸리다. 적당한 탄산과 은은한 단맛이 잘 어우러진다. 500ml 저용량으로 부담없이 즐길 수 있다.,,배상면주가,http://www.sansawon.co.kr,1.0,0.0,0.0,0.0,1.0,0.0,0.0
438,438,씨(C) 그린막걸리,https://thesool.com/common/imageView.do?targetId=PR00000114&targetNm=PRODUCT,탁주,"쌀, 물, 누룩, 케일, 개똥쑥",12.0,500ml,녹즙을 마시는듯한 케일의 건강한 맛과 개똥쑥의 강렬한 향의 조합이 특징이다.,"조청을 찍은 쑥떡 등 한식디저트, 갈비찜이나 찜닭 등 단짠의 조화를 이루는 한식 찜류",씨(C) 막걸리,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
439,439,씨(C) 막걸리 시그니처 큐베,https://thesool.com/common/imageView.do?targetId=PR00000116&targetNm=PRODUCT,탁주,"쌀, 물, 누룩, 노간주나무열매, 건포도",12.0,500ml,"C막걸리의 시그니처 제품으로 항아리에 발효한 범벅 밑술을 사용하며, 노간주나무 열매의 유쾌한 산미가 특징이다. 고도수이지만 걸쭉하지 않은 깔끔한 질감으로 와인의 대체재로 마실 수 있는 막걸리이다.","치즈가 들어간 전식, 사천요리, 중식/한식의 퓨전요리",씨(C) 막걸리,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
440,440,씨(C) 옐로막걸리,https://thesool.com/common/imageView.do?targetId=PR00000115&targetNm=PRODUCT,탁주,"쌀, 물, 누룩, 당근, 레몬그라스",12.0,500ml,"쌀, 물, 누룩, 당근, 레몬그라스","동남아요리, 회, 해산물 냉채 또는 닭고기, 오리고기 등의 가금류",씨(C) 막걸리,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
